#node	identifier	domain_summary_url	annotation	other_names_and_aliases
POFUT1	9606.ENSP00000364902	https://smart.embl.de/smart/DDvec.cgi?smart=388:SIGNAL(1|25)+Pfam_O-FucT(34|369)+	GDP-fucose protein O-fucosyltransferase 1; Catalyzes the reaction that attaches fucose through an O-glycosidic linkage to a conserved serine or threonine residue found in the consensus sequence C2-X(4,5)-[S/T]-C3 of EGF domains, where C2 and C3 are the second and third conserved cysteines. Specifically uses GDP-fucose as donor substrate and proper disulfide pairing of the substrate EGF domains is required for fucose transfer. Plays a crucial role in NOTCH signaling. Initial fucosylation of NOTCH by POFUT1 generates a substrate for FRINGE/RFNG, an acetylglucosaminyltransferase that can  [...] 	2.4.1.221,23509,5UX6,5UXH,A8K4R8,AAH00582.1,AAL09576.1,AF375884,AK291033,AK300810,B4DUV4,BAA11497.2,BAF83722.1,BAG62466.1,BC000582,CAC16424.1,CAH73300.1,CCDS13198,CCDS13198.1,CCDS13199,CCDS13199.1,D80002,DDD2,E1P5M4,EAW76383.1,EAW76384.1,EAW76385.1,EC 2.4.1.221,ENSG00000101346,ENSP00000217326,ENSP00000278989,ENSP00000364882,ENSP00000364902,ENSP00000446154,ENST00000217326,ENST00000278989,ENST00000375730,ENST00000375749,ENST00000434904,ENST00000465791,ENST00000486717,ENST00000539210,FUT12,Fucosyltransferases,GDP-fucose protein O-fucosyltransferase 1,HGNC:14988,HPA054519,Hs.472409,Hs.626259,KIAA0180,NM_015352,NM_015352.1,NM_172236,NM_172236.1,NP_056167,NP_056167.1,NP_758436,NP_758436.1,NX_Q9H488,O-FUT,O-Fuc-T,O-FucT-1,OFUCT1,OFUT1_HUMAN,OMIM:607491,OTTHUMG00000133268,OTTHUMP00000030583,OTTHUMP00000030584,OTTHUMT00000078610,OTTHUMT00000078611,OTTHUMT00000078613,OTTHUMT00000078614,OTTHUMT00000471502,POFUT1,POFUT1-001,POFUT1-002,POFUT1-004,POFUT1-005,POFUT1-006,Peptide-O-fucosyltransferase 1,Protein O-fucosyltransferase 1,Q14685,Q5W185,Q9BW76,Q9H488,UPI000002B016,UPI0000130C42,hsa:23509,peptide-O-fucosyltransferase,protein O-fucosyltransferase 1,uc002wxo.3,uc002wxp.3,uc002wxp.4
POLA1	9606.ENSP00000368349	https://smart.embl.de/smart/DDvec.cgi?smart=1462:Pfam_DNA_pol_alpha_N(35|96)+POLBc(535|1012)+Pfam_zf-DNA_Pol(1265|1455)+	DNA polymerase alpha catalytic subunit; Plays an essential role in the initiation of DNA replication. During the S phase of the cell cycle, the DNA polymerase alpha complex (composed of a catalytic subunit POLA1/p180, a regulatory subunit POLA2/p70 and two primase subunits PRIM1/p49 and PRIM2/p58) is recruited to DNA at the replicative forks via direct interactions with MCM10 and WDHD1. The primase subunit of the polymerase alpha complex initiates DNA synthesis by oligomerising short RNA primers on both leading and lagging strands. These primers are initially extended by the polymerase [...] 	1K0P,1K18,1N5G,2.7.7.7,4Q5V,4QCL,4Y97,5422,5EXR,5IUD,A6NMQ1,AAA52318.1,AAP13534.1,AC002504,AC004655,AC079375,AC135280,AY275833,CAA29920.1,CAB012274,CCDS14214,CCDS14214.1,CCDS83462,DNA polymerase alpha 1, catalytic subunit,DNA polymerase alpha catalytic subunit,DNA polymerase alpha catalytic subunit p180,DNA polymerases,DPOLA_HUMAN,EC 2.7.7.7,ENSG00000101868,ENSP00000265785,ENSP00000314415,ENSP00000315222,ENSP00000368349,ENSP00000368358,ENSP00000478401,ENST00000265785,ENST00000325036,ENST00000325051,ENST00000379059,ENST00000379068,ENST00000480125,ENST00000493342,ENST00000494204,ENST00000611764,HGNC:9173,HPA002947,Hs.567319,M64481,N syndrome,NM_016937,NM_016937.3,NP_058633,NP_058633.2,NSX,NX_P09884,OMIM:312040,OTTHUMG00000021277,OTTHUMP00000023089,OTTHUMP00000023090,OTTHUMT00000056111,OTTHUMT00000056112,OTTHUMT00000056113,OTTHUMT00000056114,OTTHUMT00000056115,P09884,POLA,POLA1,POLA1-001,POLA1-002,POLA1-003,POLA1-004,POLA1-005,POLA1-201,Q86UQ7,UPI000014D383,UPI000022DD18,X06745,XM_005274552,XM_005274552.1,XM_006724499,XM_006724499.1,XP_005274609,XP_005274609.1,XP_006724562,XP_006724562.1,hsa:5422,p180,polymerase alpha 1, catalytic subunit,polymerase, alpha,uc004dbl.3,uc004dbl.4
POLA2	9606.ENSP00000265465	https://smart.embl.de/smart/DDvec.cgi?smart=598:Pfam_Pol_alpha_B_N(21|246)+Pfam_DNA_pol_E_B(342|549)+	DNA polymerase alpha subunit B; May play an essential role at the early stage of chromosomal DNA replication by coupling the polymerase alpha/primase complex to the cellular replication machinery	23649,2KEB,4E2I,4Y97,5EXR,AAA16459.1,AAH01347.1,AAH02990.1,AK094569,AP000944,B3KSX6,B4DNB4,BAG52888.1,BC001347,BC002990,CAG33018.1,CCDS8098,CCDS8098.1,CR456737,DNA polymerase alpha 2, accessory subunit,DNA polymerase alpha 70 kDa subunit,DNA polymerase alpha subunit B,DNA polymerases,DPOA2_HUMAN,E9PIQ6,E9PQ99,ENSG00000014138,ENSP00000265465,ENSP00000432536,ENSP00000433952,ENSP00000434173,ENSP00000443222,ENST00000265465,ENST00000525924,ENST00000527618,ENST00000527850,ENST00000532391,ENST00000532469,ENST00000533192,ENST00000534785,ENST00000541089,FLJ21662,HGNC:30073,HPA037570,Hs.201897,Hs.659967,L24559,NM_002689,NM_002689.2,NP_002680,NP_002680.2,NX_Q14181,OTTHUMG00000165951,OTTHUMP00000231593,OTTHUMP00000231594,OTTHUMP00000231595,OTTHUMP00000231607,OTTHUMT00000387223,OTTHUMT00000387224,OTTHUMT00000387225,OTTHUMT00000387226,OTTHUMT00000387227,OTTHUMT00000387228,OTTHUMT00000387229,OTTHUMT00000387256,POLA2,POLA2-001,POLA2-002,POLA2-003,POLA2-004,POLA2-005,POLA2-006,POLA2-007,POLA2-008,Q14181,Q9BPV3,UPI000007375F,UPI00001FAB8E,UPI0001F77DF8,UPI0001F77DF9,hsa:23649,polymerase,polymerase alpha 2, accessory subunit,uc001odj.3,uc001odj.4,uc001odk.3,uc009yqf.1
POLR2I	9606.ENSP00000221859	https://smart.embl.de/smart/DDvec.cgi?smart=125:RPOL9(15|68)+ZnF_C2C2(84|125)+	DNA-directed RNA polymerase II subunit RPB9; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Component of RNA polymerase II which synthesizes mRNA precursors and many functional non-coding RNAs. Pol II is the central component of the basal RNA polymerase II transcription machinery. It is composed of mobile elements that move relative to each other. RPB9 is part of the upper jaw surrounding the central large cleft and thought to grab the incoming DNA template (By similarity)	2.7.7.6,5438,5IY6,5IY7,5IY8,5IY9,5IYA,5IYB,5IYC,5IYD,AAB51181.1,AAH17112.1,AAH67794.1,AK312206,B2R5J2,BAG35139.1,BC017112,BC067794,CAA80649.1,CCDS12487,CCDS12487.1,DNA-directed RNA polymerase II subunit I,DNA-directed RNA polymerase II subunit RPB9,ENSG00000105258,ENSP00000221859,ENSP00000465455,ENSP00000465755,ENSP00000467134,ENST00000221859,ENST00000585842,ENST00000586439,ENST00000586789,ENST00000589069,ENST00000589591,ENST00000592962,HGNC:9196,HPA045156,K7EK49,K7EKS1,K7ENX4,NM_006233,NM_006233.4,NP_006224,NP_006224.1,NX_P36954,OMIM:180662,OTTHUMG00000181749,OTTHUMP00000267375,OTTHUMP00000267376,OTTHUMP00000267377,OTTHUMP00000267378,OTTHUMT00000457441,OTTHUMT00000457442,OTTHUMT00000457443,OTTHUMT00000457444,OTTHUMT00000457445,OTTHUMT00000457446,OTTHUMT00000457447,P36954,POLR2I,POLR2I-001,POLR2I-002,POLR2I-003,POLR2I-004,POLR2I-005,POLR2I-006,POLR2I-007,Q6NW05,RNA polymerase II 14.5 kDa subunit,RNA polymerase II subunit I,RNA polymerase subunits,RPB9,RPB9_HUMAN,UPI0000001B8F,UPI0000E5A1D5,UPI0002840D91,UPI0002840D92,Z23102,hRPB14.5,hsa:5438,polymerase,uc002ode.3,uc002ode.4,uc002odf.3
POR	9606.ENSP00000419970	https://smart.embl.de/smart/DDvec.cgi?smart=680:TRANS(23|45)+Pfam_Flavodoxin_1(85|222)+Pfam_FAD_binding_1(277|496)+Pfam_NAD_binding_1(533|644)+	NADPH--cytochrome P450 reductase; This enzyme is required for electron transfer from NADP to cytochrome P450 in microsomes. It can also provide electron transfer to heme oxygenase and cytochrome B5; Belongs to the NADPH--cytochrome P450 reductase family	1.6.2.4,1B1C,3FJO,3QE2,3QFC,3QFR,3QFS,3QFT,5447,5EMN,5FA6,AAB21814.1,AAD45961.1,AAG09798.1,AAH34277.1,AB051763,AB209874,ABF70199.1,AC006330,AF258341,BAB18572.1,BAD93111.1,BC034277,C9JDE2,C9JQ78,C9JU80,CAB004372,CCDS5579,CCDS5579.1,CHEMBL2169731,CPR,CYPOR,DQ640499,E7EMD0,E7EVY7,E7EWU0,EC 1.6.2.4,ENSG00000127948,ENSP00000265302,ENSP00000378355,ENSP00000378357,ENSP00000389409,ENSP00000389719,ENSP00000390540,ENSP00000393527,ENSP00000395813,ENSP00000399327,ENSP00000399409,ENSP00000399556,ENSP00000400964,ENSP00000403494,ENSP00000404731,ENSP00000409238,ENSP00000409881,ENSP00000412490,ENSP00000414244,ENSP00000414263,ENSP00000416572,ENSP00000419970,ENSP00000446149,ENST00000265302,ENST00000394893,ENST00000394896,ENST00000412064,ENST00000412521,ENST00000414186,ENST00000418341,ENST00000419840,ENST00000421059,ENST00000426184,ENST00000432753,ENST00000439269,ENST00000439297,ENST00000439963,ENST00000447222,ENST00000448410,ENST00000449920,ENST00000450476,ENST00000453773,ENST00000454934,ENST00000460892,ENST00000461988,ENST00000471238,ENST00000475509,ENST00000487247,ENST00000493973,ENST00000495770,ENST00000496888,ENST00000545601,FLJ26468,HGNC:9208,HPA010136,Hs.354056,Hs.708842,NADPH--cytochrome P450 reductase,NCPR_HUMAN,NM_000941,NM_000941.2,NP_000932,NP_000932.3,NX_P16435,OMIM:124015,OTTHUMG00000130413,OTTHUMP00000160964,OTTHUMP00000185556,OTTHUMP00000185557,OTTHUMP00000185558,OTTHUMP00000185559,OTTHUMP00000185560,OTTHUMP00000210070,OTTHUMP00000210071,OTTHUMP00000210072,OTTHUMP00000210073,OTTHUMP00000210074,OTTHUMP00000210075,OTTHUMP00000210076,OTTHUMP00000210077,OTTHUMP00000210113,OTTHUMP00000210114,OTTHUMP00000210115,OTTHUMT00000252796,OTTHUMT00000291351,OTTHUMT00000291352,OTTHUMT00000291353,OTTHUMT00000291354,OTTHUMT00000291355,OTTHUMT00000291356,OTTHUMT00000291357,OTTHUMT00000291358,OTTHUMT00000291359,OTTHUMT00000291360,OTTHUMT00000291361,OTTHUMT00000344528,OTTHUMT00000344529,OTTHUMT00000344530,OTTHUMT00000344531,OTTHUMT00000344532,OTTHUMT00000344533,OTTHUMT00000344534,OTTHUMT00000344535,OTTHUMT00000344536,OTTHUMT00000344666,OTTHUMT00000344667,OTTHUMT00000344668,P16435,P450 (cytochrome) oxidoreductase,P450 oxidoreductase,P450R,POR,POR-001,POR-002,POR-003,POR-004,POR-005,POR-006,POR-007,POR-008,POR-009,POR-010,POR-011,POR-012,POR-013,POR-014,POR-015,POR-016,POR-017,POR-018,POR-019,POR-020,POR-021,POR-022,POR-023,POR-024,Q16455,Q197M5,Q59ED7,Q8N181,Q9H3M8,Q9UDT3,S90469,UPI000013D5F4,UPI000155D656,UPI000155D658,UPI000198CD17,UPI000198CD2D,UPI000198CD2E,UPI000198CD2F,UPI000198CD30,UPI000198CD31,UPI000198CD32,UPI000198CD33,UPI000198CD34,UPI000198CD35,UPI000198CD36,UPI000198CD37,UPI000198CD38,cytochrome p450 oxidoreductase,hsa:5447,uc003udy.3,uc003udy.4,uc011kgb.2,uc011kge.2
PPIL3	9606.ENSP00000286175	https://smart.embl.de/smart/DDvec.cgi?smart=165:Pfam_Pro_isomerase(2|158)+	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides; Cyclophilin peptidylprolyl isomerases	1XYH,2OJU,2OK3,53938,A0A024R3V4,AAG44766.1,AAH07693.1,AAK34939.1,AAO64723.1,AAP13527.1,AAP97286.1,AAY14723.1,AC005037,AF146799,AF251049,AF271652,AF414127,AK027315,AY257468,B8ZZ77,B8ZZ77_HUMAN,BAB55036.1,BC007693,C9J4N2,C9K058,CCDS2332,CCDS2332.1,CCDS2333,CCDS2333.1,CYPJ,CyPJ,Cyclophilin J,Cyclophilin peptidylprolyl isomerases,EAW70220.1,EAW70222.1,EAW70223.1,ENSG00000240344,ENSP00000234288,ENSP00000286175,ENSP00000334569,ENSP00000376107,ENSP00000386235,ENSP00000386893,ENSP00000387012,ENSP00000391082,ENSP00000400192,ENSP00000400726,ENSP00000401196,ENST00000234288,ENST00000286175,ENST00000334509,ENST00000392283,ENST00000409264,ENST00000409361,ENST00000409449,ENST00000415562,ENST00000422134,ENST00000443398,ENST00000457063,ENST00000463866,ENST00000465823,ENST00000470442,ENST00000487879,ENST00000492074,ENST00000497263,ENST00000497501,F8WC82,H7BZ14,HGNC:9262,HPA040765,Hs.599602,MS4A4E,NM_032472,NM_032472.3,NM_130906,NM_130906.2,NP_001338164,NP_115861,NP_115861.1,NP_570981,NP_570981.1,OMIM:615811,OTTHUMG00000132782,OTTHUMP00000163670,OTTHUMP00000163671,OTTHUMP00000206156,OTTHUMP00000206157,OTTHUMP00000206158,OTTHUMP00000206159,OTTHUMP00000206160,OTTHUMP00000206161,OTTHUMT00000256189,OTTHUMT00000256190,OTTHUMT00000336120,OTTHUMT00000336122,OTTHUMT00000336123,OTTHUMT00000336124,OTTHUMT00000336125,OTTHUMT00000336126,OTTHUMT00000336127,OTTHUMT00000336128,OTTHUMT00000336129,OTTHUMT00000336130,OTTHUMT00000336131,OTTHUMT00000336132,OTTHUMT00000336133,PPIL3,PPIL3-001,PPIL3-002,PPIL3-003,PPIL3-005,PPIL3-006,PPIL3-007,PPIL3-008,PPIL3-009,PPIL3-010,PPIL3-011,PPIL3-012,PPIL3-013,PPIL3-014,PPIL3-015,PPIL3-016,Peptidyl-prolyl cis-trans isomerase,Peptidylprolyl isomerase (cyclophilin)-like 3,Q86UR0,Q86WF9,Q96IA9,Q9BXZ1,Q9H2H8,Spliceosomal C complex,Spliceosomal P complex,UPI000006E160,UPI000006FEC2,UPI000188195A,UPI000188195B,UPI000188195C,UPI000188195D,UPI000188195E,XM_005246651,XM_005246651.2,XM_005246652,XP_005246708,XP_005246708.1,XP_005246709,XP_005246709.1,hsa:643680,membrane spanning 4-domains A4E,peptidylprolyl isomerase (cyclophilin)-like 3,peptidylprolyl isomerase like 3,peptidylprolyl isomerase-like 3,uc002uwh.3,uc002uwh.4,uc002uwi.3,uc002uwj.3,uc021vut.1,uc061rgk.1
PPT1	9606.ENSP00000394863	https://smart.embl.de/smart/DDvec.cgi?smart=306:SIGNAL(1|20)+Pfam_Palm_thioest(28|306)+	Palmitoyl-protein thioesterase 1; Removes thioester-linked fatty acyl groups such as palmitate from modified cysteine residues in proteins or peptides during lysosomal degradation. Prefers acyl chain lengths of 14 to 18 carbons; Belongs to the palmitoyl-protein thioesterase family	3.1.2.22,3GRO,5538,600680,AAA85337.1,AAB06236.1,AAB72224.1,AAH08426.1,AF022203,AF022204,AF022205,AF022206,AF022207,AF022208,AF022209,AF022210,AF022211,AK302232,AK312287,B4DY24,BAG35214.1,BAG63586.1,BC008426,CAG46850.1,CAI11025.1,CCDS44119,CCDS44119.1,CCDS447,CCDS447.1,CHEMBL2331051,CLN1,CR542053,E9PIA8,E9PK48,E9PMG2,E9PP28,E9PSE5,EAX07237.1,EAX07238.1,EC 3.1.2.22,ENSG00000131238,ENSP00000253546,ENSP00000361861,ENSP00000361862,ENSP00000361865,ENSP00000361869,ENSP00000392293,ENSP00000394863,ENSP00000403207,ENSP00000431655,ENSP00000432053,ENSP00000432752,ENSP00000434007,ENSP00000436481,ENSP00000436695,ENST00000253546,ENST00000372775,ENST00000372776,ENST00000372779,ENST00000372783,ENST00000433473,ENST00000439754,ENST00000449045,ENST00000526547,ENST00000527107,ENST00000527311,ENST00000529905,ENST00000530076,ENST00000530704,HGNC:9325,HPA021546,Hs.3873,INCL,L42809,LRG_690,LRG_690t1,NM_000310,NM_000310.3,NM_001142604,NM_001142604.1,NP_000301,NP_000301.1,NP_001136076,NP_001136076.1,NX_P50897,OMIM:600722,OTTHUMG00000004495,OTTHUMP00000004836,OTTHUMP00000004837,OTTHUMP00000004838,OTTHUMP00000230751,OTTHUMP00000230752,OTTHUMP00000231000,OTTHUMP00000231001,OTTHUMP00000231002,OTTHUMP00000231004,OTTHUMT00000013126,OTTHUMT00000013127,OTTHUMT00000013128,OTTHUMT00000013129,OTTHUMT00000385796,OTTHUMT00000385797,OTTHUMT00000386256,OTTHUMT00000386257,OTTHUMT00000386258,OTTHUMT00000386260,P50897,PPT,PPT1,PPT1-001,PPT1-002,PPT1-003,PPT1-004,PPT1-006,PPT1-007,PPT1-009,PPT1-011,PPT1-012,PPT1-013,PPT1_HUMAN,Palmitoyl-protein hydrolase 1,Palmitoyl-protein thioesterase 1,Q5T0S4,Q6FGQ4,U44772,UPI0000132113,UPI000046F90D,UPI00006D615D,UPI00017A80A9,UPI0001F77E5C,UPI0001F77E5F,UPI0001F77E61,UPI0003335042,ceroid-lipofuscinosis, neuronal 1, infantile,hsa:5538,palmitoyl-protein thioesterase 1,uc001cfb.2,uc001cfb.3,uc010ojf.1,uc010ojg.1
PRIM1	9606.ENSP00000350491	https://smart.embl.de/smart/DDvec.cgi?smart=420:Pfam_DNA_primase_S(108|336)+	DNA primase small subunit; DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments made during discontinuous DNA replication; Belongs to the eukaryotic-type primase small subunit family	2.7.7.-,4BPU,4BPW,4BPX,4LIK,4LIL,4MHQ,4RR2,5557,5EXR,AAC51726.1,AAH05266.1,AC117378,BC005266,CAA52377.1,CCDS44926,CCDS44926.1,DNA primase 49 kDa subunit,DNA primase small subunit,DNA primase subunit 1,EC 2.7.7.-,ENSG00000198056,ENSP00000350491,ENSP00000444763,ENSP00000448178,ENSP00000449806,ENSP00000450185,ENST00000338193,ENST00000537418,ENST00000546761,ENST00000548173,ENST00000549549,ENST00000550224,ENST00000550770,ENST00000552408,ENST00000552590,F8VNY2,F8VSB2,H0YIP2,HGNC:9369,HPA040010,Hs.534339,NM_000946,NM_000946.2,NP_000937,NP_000937.1,NX_P49642,OMIM:176635,OTTHUMG00000170034,OTTHUMP00000242661,OTTHUMP00000242662,OTTHUMP00000242831,OTTHUMP00000242832,OTTHUMT00000406956,OTTHUMT00000406958,OTTHUMT00000406959,OTTHUMT00000407279,OTTHUMT00000407280,OTTHUMT00000407281,OTTHUMT00000407282,OTTHUMT00000407776,P49642,PRI1_HUMAN,PRIM1,PRIM1-001,PRIM1-002,PRIM1-004,PRIM1-005,PRIM1-006,PRIM1-007,PRIM1-008,PRIM1-009,Primase, DNA, polypeptide 1 (49kDa),U89689,UPI00001321AF,UPI0000D4DF0D,UPI00020CE2F0,UPI00020CE2F1,X74330,hsa:5557,p49,primase subunit 1,primase, DNA, polypeptide 1,primase, DNA, polypeptide 1 (49kDa),uc001smd.3,uc001smd.4
PRIM2	9606.ENSP00000484105	https://smart.embl.de/smart/DDvec.cgi?smart=509:Pfam_DNA_primase_lrg(182|448)+	DNA primase large subunit; DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments made during discontinuous DNA replication	2.7.7.-,3L9Q,3Q36,4BPU,4BPW,4BPX,4RR2,5558,5DQO,5EXR,5F0Q,5F0S,5I7M,600741,A0A024RD43,AAH17833.1,AAH64931.1,AFG72972.1,AFG72973.1,AFH78579.1,AL121975,AL162579,BC017833,BC064931,CAA52378.1,CAH73686.1,CAI20534.1,CCDS75476,CCDS75476.1,CCDS75477,CCDS75477.1,DNA primase 58 kDa subunit,DNA primase large subunit,DNA primase subunit 2,EAX04481.1,EAX04483.1,EC 2.7.7.-,ENSG00000146143,ENSP00000274891,ENSP00000318168,ENSP00000359720,ENSP00000359721,ENSP00000374139,ENSP00000402620,ENSP00000407923,ENSP00000483201,ENSP00000484105,ENSP00000485304,ENSP00000485395,ENST00000274891,ENST00000314702,ENST00000370686,ENST00000370687,ENST00000389488,ENST00000419977,ENST00000425433,ENST00000470638,ENST00000490313,ENST00000550475,ENST00000612216,ENST00000615550,ENST00000619080,H9XFA6,H9XFA7,HGNC:9370,Hs.654580,Hs.682700,Hs.744265,I0CMJ8,JQ511937,JQ511938,JQ582410,NM_000947,NM_000947.3,NM_001282487,NM_001282487.1,NM_001282488,NM_001282488.1,NP_000938,NP_000938.2,NP_001269416,NP_001269416.1,NP_001269417,NP_001269417.1,NX_P49643,OMIM:176636,OTTHUMG00000016190,OTTHUMP00000277899,OTTHUMP00000277900,OTTHUMP00000277901,OTTHUMP00000277902,OTTHUMT00000043468,OTTHUMT00000043469,OTTHUMT00000043470,OTTHUMT00000043471,OTTHUMT00000043472,OTTHUMT00000404336,OTTHUMT00000404460,P49643,PRI2_HUMAN,PRIM2,PRIM2-001,PRIM2-002,PRIM2-003,PRIM2-004,PRIM2-005,PRIM2-007,PRIM2-008,PRIM2A,Primase, DNA, polypeptide 2 (58kDa),Q53FJ8,Q6P1Q7,Q8WVL2,Q9H413,UPI000006FBC4,UPI0000232A3A,X74331,hsa:5558,p58,primase subunit 2,primase, DNA, polypeptide 2,primase, DNA, polypeptide 2 (58kDa),primase, polypeptide 2A,primase, polypeptide 2A, 58kDa,uc003pdv.2,uc003pdv.3,uc032wza.1,uc032wzb.1,uc032wzb.2
PRKACA	9606.ENSP00000309591	https://smart.embl.de/smart/DDvec.cgi?smart=351:S_TKc(44|298)+S_TK_X(299|351)+	cAMP-dependent protein kinase catalytic subunit alpha; Phosphorylates a large number of substrates in the cytoplasm and the nucleus. Regulates the abundance of compartmentalized pools of its regulatory subunits through phosphorylation of PJA2 which binds and ubiquitinates these subunits, leading to their subsequent proteolysis. Phosphorylates CDC25B, ABL1, NFKB1, CLDN3, PSMC5/RPT6, PJA2, RYR2, RORA and VASP. RORA is activated by phosphorylation. Required for glucose- mediated adipogenic differentiation increase and osteogenic differentiation inhibition from osteoblasts. Involved in the [...] 	2.7.11.1,2.7.11.11,2GU8,3AGL,3AGM,3AMA,3AMB,3L9L,3L9M,3L9N,3MVJ,3NX8,3OOG,3OVV,3OWP,3OXT,3P0M,3POO,3VQH,4AE6,4AE9,4UJ1,4UJ2,4UJ9,4UJA,4UJB,4WB5,4WB6,4WB7,4WB8,5566,5BX6,5BX7,5IZF,5IZJ,5J5X,A0A024R7J0,AAA60094.1,AAF75622.1,AAF76426.1,AAG35720.1,AAH39846.1,AAI08260.1,ABG25918.1,AF208004,AF224718,AF239744,AK290147,BAF82836.1,BC039846,BC108259,CAA30597.1,CAB010361,CCDS12304,CCDS12304.1,CCDS12305,CCDS12305.1,DQ667173,EAW84399.1,EAW84400.1,EC 2.7.11.11,ENSG00000072062,ENSP00000263389,ENSP00000309591,ENSP00000325812,ENSP00000325856,ENSP00000340940,ENSP00000440418,ENSP00000441654,ENSP00000466289,ENSP00000466651,ENSP00000466660,ENSP00000466976,ENSP00000468352,ENST00000263389,ENST00000308677,ENST00000312959,ENST00000312972,ENST00000350356,ENST00000535695,ENST00000536649,ENST00000587372,ENST00000587533,ENST00000588209,ENST00000589284,ENST00000589994,ENST00000590853,ENST00000593092,HGNC:9380,Hs.631630,Hs.712717,Hs.737973,K7EMV1,K7ENJ5,KAPCA_HUMAN,KIN27,M80335,NM_001304349,NM_002730,NM_002730.3,NM_207518,NM_207518.1,NP_001291278.1,NP_002721,NP_002721.1,NP_997401,NP_997401.1,NX_P17612,OMIM:601639,OTTHUMG00000182051,OTTHUMP00000268221,OTTHUMP00000268222,OTTHUMP00000268223,OTTHUMP00000268224,OTTHUMP00000268237,OTTHUMP00000268238,OTTHUMT00000459004,OTTHUMT00000459005,OTTHUMT00000459006,OTTHUMT00000459007,OTTHUMT00000459008,OTTHUMT00000459009,OTTHUMT00000459010,OTTHUMT00000459048,OTTHUMT00000459049,OTTHUMT00000459050,P17612,PKACA,PKACa,PPNAD4,PRKACA,PRKACA-001,PRKACA-002,PRKACA-003,PRKACA-004,PRKACA-005,PRKACA-006,PRKACA-007,PRKACA-008,PRKACA-009,PRKACA-010,Protein kinase, cAMP-dependent, catalytic, alpha,Q15136,Q32P54,Q9H2Y0,Q9NRB4,Q9NRH9,UPI0000001C8D,UPI000002AC75,UPI000006E367,UPI0000D4ED97,UPI0002840B1A,UPI0002840B1B,X07767,XM_005259984,XM_005259984.1,XP_005260041,XP_005260041.1,hsa:5566,protein kinase, cAMP-dependent, catalytic, alpha,uc002myb.3,uc002myb.4,uc002myc.3,uc002myc.4,uc002myd.3
PRKAR2A	9606.ENSP00000265563	https://smart.embl.de/smart/DDvec.cgi?smart=404:RIIa(8|45)+cNMP(139|259)+cNMP(261|386)+	cAMP-dependent protein kinase type II-alpha regulatory subunit; Regulatory subunit of the cAMP-dependent protein kinases involved in cAMP signaling in cells. Type II regulatory chains mediate membrane association by binding to anchoring proteins, including the MAP2 kinase	2.7.11.1,2IZX,2KYG,4ZP3,5576,5H78,5XBY,A0A024R2W3,AAH02763.1,AAP35889.1,AC144546,BC002763,BT007225,C9J830,CAA33094.1,CAA67817.1,CAB005023,CCDS2778,CCDS2778.1,CCDS82771,EAW64925.1,EAW64926.1,EAW64927.1,EAW64928.1,ENSG00000114302,ENSP00000265563,ENSP00000296446,ENSP00000394041,ENSP00000400840,ENSP00000409239,ENSP00000411432,ENSP00000416438,ENST00000265563,ENST00000296446,ENST00000419216,ENST00000437821,ENST00000438535,ENST00000454963,ENST00000457914,HGNC:9391,Hs.607219,Hs.631923,KAP2_HUMAN,NM_001321982,NM_004157,NM_004157.2,NP_001308911,NP_001308911.1,NP_001308912.1,NP_004148,NP_004148.1,NX_P13861,OMIM:176910,OTTHUMG00000133540,OTTHUMP00000164821,OTTHUMP00000210266,OTTHUMP00000210267,OTTHUMP00000210268,OTTHUMP00000210269,OTTHUMP00000210270,OTTHUMP00000210271,OTTHUMT00000257518,OTTHUMT00000344961,OTTHUMT00000344962,OTTHUMT00000344963,OTTHUMT00000344964,OTTHUMT00000344965,OTTHUMT00000344966,P13861,PKR2,PRKAR2,PRKAR2A,PRKAR2A-001,PRKAR2A-002,PRKAR2A-003,PRKAR2A-004,PRKAR2A-005,PRKAR2A-006,PRKAR2A-007,Q16823,Q9BUB1,UPI0000071933,UPI0000161B64,UPI000198CAB5,UPI000198CAB7,UPI000198CAB8,UPI0001E8F78A,X14968,X99455,XM_005265313,XM_005265313.1,XP_005265370,XP_005265370.1,XP_005265371,XP_005265371.1,XP_005265372,XP_005265372.1,XP_011532244.1,XP_016862304.1,hsa:5576,uc003cux.1,uc003cux.2,uc003cuy.1,uc010hki.1
